"REF_DATE","GEO","DGUID","Gender","Sociodemographic characteristics","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231079","1.1.49.1.2","36.6","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231080","1.1.49.1.3","42.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231081","1.1.49.1.4","3254","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231082","1.1.49.1.5","3012","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231083","1.1.49.1.6","3496","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231084","1.1.49.2.1","60.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231085","1.1.49.2.2","57.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231086","1.1.49.2.3","63.4","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231087","1.1.49.2.4","4982","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231088","1.1.49.2.5","4739","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Secondary (high) school diploma or equivalency certificate","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231089","1.1.49.2.6","5224","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231090","1.1.50.1.1","47.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231091","1.1.50.1.2","45.6","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231092","1.1.50.1.3","48.9","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231093","1.1.50.1.4","9817","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231094","1.1.50.1.5","9470","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231095","1.1.50.1.6","10163","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231096","1.1.50.2.1","52.7","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231097","1.1.50.2.2","51.1","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231098","1.1.50.2.3","54.4","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231099","1.1.50.2.4","10953","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231100","1.1.50.2.5","10606","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate, diploma or degree","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231101","1.1.50.2.6","11299","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231102","1.1.51.1.1","40.0","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231103","1.1.51.1.2","37.7","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231104","1.1.51.1.3","42.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231105","1.1.51.1.4","4200","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231106","1.1.51.1.5","3953","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231107","1.1.51.1.6","4447","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231108","1.1.51.2.1","60.0","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231109","1.1.51.2.2","57.7","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231110","1.1.51.2.3","62.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231111","1.1.51.2.4","6307","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231112","1.1.51.2.5","6060","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Postsecondary certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231113","1.1.51.2.6","6554","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231114","1.1.52.1.1","38.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231115","1.1.52.1.2","34.4","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231116","1.1.52.1.3","42.9","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231117","1.1.52.1.4","1153","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231118","1.1.52.1.5","1004","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231119","1.1.52.1.6","1302","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231120","1.1.52.2.1","61.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231121","1.1.52.2.2","57.1","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231122","1.1.52.2.3","65.6","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231123","1.1.52.2.4","1838","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231124","1.1.52.2.5","1649","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Apprenticeship or trades certificate or diploma","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231125","1.1.52.2.6","2027","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231126","1.1.53.1.1","39.7","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231127","1.1.53.1.2","36.6","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231128","1.1.53.1.3","42.8","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231129","1.1.53.1.4","2415","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231130","1.1.53.1.5","2208","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231131","1.1.53.1.6","2622","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231132","1.1.53.2.1","60.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231133","1.1.53.2.2","57.2","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231134","1.1.53.2.3","63.4","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231135","1.1.53.2.4","3669","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231136","1.1.53.2.5","3424","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231137","1.1.53.2.6","3914","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231138","1.1.54.1.1","44.1","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231139","1.1.54.1.2","38.4","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231140","1.1.54.1.3","50.1","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231141","1.1.54.1.4","632","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231142","1.1.54.1.5","525","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231143","1.1.54.1.6","739","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231144","1.1.54.2.1","55.9","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231145","1.1.54.2.2","49.9","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231146","1.1.54.2.3","61.6","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231147","1.1.54.2.4","800","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231148","1.1.54.2.5","671","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231149","1.1.54.2.6","929","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231150","1.1.55.1.1","54.7","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231151","1.1.55.1.2","52.2","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231152","1.1.55.1.3","57.2","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231153","1.1.55.1.4","5617","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231154","1.1.55.1.5","5363","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231155","1.1.55.1.6","5871","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231156","1.1.55.2.1","45.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231157","1.1.55.2.2","42.8","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231158","1.1.55.2.3","47.8","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231159","1.1.55.2.4","4646","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231160","1.1.55.2.5","4392","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231161","1.1.55.2.6","4900","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231162","1.1.56.1.1","51.1","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231163","1.1.56.1.2","48.0","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231164","1.1.56.1.3","54.2","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231165","1.1.56.1.4","3253","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231166","1.1.56.1.5","3027","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231167","1.1.56.1.6","3479","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231168","1.1.56.2.1","48.9","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231169","1.1.56.2.2","45.8","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231170","1.1.56.2.3","52.0","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231171","1.1.56.2.4","3109","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231172","1.1.56.2.5","2875","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231173","1.1.56.2.6","3344","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231174","1.1.57.1.1","60.6","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231175","1.1.57.1.2","56.7","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231176","1.1.57.1.3","64.4","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231177","1.1.57.1.4","2363","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231178","1.1.57.1.5","2154","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231179","1.1.57.1.6","2573","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231180","1.1.57.2.1","39.4","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231181","1.1.57.2.2","35.6","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231182","1.1.57.2.3","43.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231183","1.1.57.2.4","1537","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231184","1.1.57.2.5","1358","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231185","1.1.57.2.6","1715","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231186","1.1.58.1.1","43.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231187","1.1.58.1.2","42.1","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231188","1.1.58.1.3","44.9","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231189","1.1.58.1.4","14782","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231190","1.1.58.1.5","14308","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231191","1.1.58.1.6","15257","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231192","1.1.58.2.1","56.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231193","1.1.58.2.2","55.1","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231194","1.1.58.2.3","57.9","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231195","1.1.58.2.4","19195","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231196","1.1.58.2.5","18719","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Total, by main activity","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231197","1.1.58.2.6","19672","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231198","1.1.59.1.1","43.7","","","","1"
