"REF_DATE","GEO","DGUID","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or occasionally, past 30 days","Percentage","Percent","239","units","0","v1663707023","5.1.8.4","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707024","5.1.8.5","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or occasionally, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707025","5.1.8.6","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or almost daily, past 30 days","Number of persons","Number","223","units","0","v1663707026","5.1.9.1","","x","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707027","5.1.9.2","","x","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or almost daily, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707028","5.1.9.3","","x","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or almost daily, past 30 days","Percentage","Percent","239","units","0","v1663707029","5.1.9.4","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707030","5.1.9.5","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Smoked daily or almost daily, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707031","5.1.9.6","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months","Number of persons","Number","223","units","0","v1663707032","5.1.10.1","","F","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707033","5.1.10.2","","F","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663707034","5.1.10.3","","F","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months","Percentage","Percent","239","units","0","v1663707035","5.1.10.4","5.2","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707036","5.1.10.5","3.2","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663707037","5.1.10.6","8.6","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1663707038","5.1.11.1","","x","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707039","5.1.11.2","","x","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707040","5.1.11.3","","x","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months, daily or almost daily","Percentage","Percent","239","units","0","v1663707041","5.1.11.4","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707042","5.1.11.5","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707043","5.1.11.6","","x","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1663707044","5.1.12.1","","F","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707045","5.1.12.2","","F","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707046","5.1.12.3","","F","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Used e-cigarette or vaping device, past 30 days","Percentage","Percent","239","units","0","v1663707047","5.1.12.4","7.2","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707048","5.1.12.5","4.7","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707049","5.1.12.6","11.0","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Drank alcohol, past 12 months","Number of persons","Number","223","units","0","v1806928298","5.1.23.1","9400","E","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Drank alcohol, past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1806928299","5.1.23.2","7100","E","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Drank alcohol, past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1806928300","5.1.23.3","11700","E","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Drank alcohol, past 12 months","Percentage","Percent","239","units","0","v1806928301","5.1.23.4","18.1","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Drank alcohol, past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1806928302","5.1.23.5","14.0","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Drank alcohol, past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1806928303","5.1.23.6","23.2","","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, weekly or daily","Number of persons","Number","223","units","0","v1663707050","5.1.13.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707051","5.1.13.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707052","5.1.13.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, weekly or daily","Percentage","Percent","239","units","0","v1663707053","5.1.13.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707054","5.1.13.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707055","5.1.13.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, daily","Number of persons","Number","223","units","0","v1663707056","5.1.14.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707057","5.1.14.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707058","5.1.14.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, daily","Percentage","Percent","239","units","0","v1663707059","5.1.14.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707060","5.1.14.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Changed eating habits to manage weight, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707061","5.1.14.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Number of persons","Number","223","units","0","v1663707062","5.1.15.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707063","5.1.15.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707064","5.1.15.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Percentage","Percent","239","units","0","v1663707065","5.1.15.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707066","5.1.15.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707067","5.1.15.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, daily","Number of persons","Number","223","units","0","v1663707068","5.1.16.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707069","5.1.16.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707070","5.1.16.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, daily","Percentage","Percent","239","units","0","v1663707071","5.1.16.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707072","5.1.16.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Preoccupied with a desire to be thinner, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707073","5.1.16.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, weekly or daily","Number of persons","Number","223","units","0","v1663707074","5.1.17.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707075","5.1.17.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707076","5.1.17.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, weekly or daily","Percentage","Percent","239","units","0","v1663707077","5.1.17.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707078","5.1.17.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707079","5.1.17.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, daily","Number of persons","Number","223","units","0","v1663707080","5.1.18.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707081","5.1.18.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707082","5.1.18.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, daily","Percentage","Percent","239","units","0","v1663707083","5.1.18.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707084","5.1.18.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Vomited to lose weight, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707085","5.1.18.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of bullying in the past 12 months","Number of persons","Number","223","units","0","v1663707086","5.1.19.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of bullying in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707087","5.1.19.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of bullying in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663707088","5.1.19.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of bullying in the past 12 months","Percentage","Percent","239","units","0","v1663707089","5.1.19.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of bullying in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707090","5.1.19.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of bullying in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663707091","5.1.19.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Number of persons","Number","223","units","0","v1663707092","5.1.20.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707093","5.1.20.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663707094","5.1.20.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Percentage","Percent","239","units","0","v1663707095","5.1.20.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707096","5.1.20.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663707097","5.1.20.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Recreational screen time, within recommended screen time limits","Number of persons","Number","223","units","0","v1663707098","5.1.21.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Recreational screen time, within recommended screen time limits","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707099","5.1.21.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Recreational screen time, within recommended screen time limits","High 95% confidence interval, number of persons","Number","223","units","0","v1663707100","5.1.21.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Recreational screen time, within recommended screen time limits","Percentage","Percent","239","units","0","v1663707101","5.1.21.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Recreational screen time, within recommended screen time limits","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707102","5.1.21.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Recreational screen time, within recommended screen time limits","High 95% confidence interval, percentage","Percent","239","units","0","v1663707103","5.1.21.6","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Met sleep guidelines in the last 7 days","Number of persons","Number","223","units","0","v1663707104","5.1.22.1","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Met sleep guidelines in the last 7 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707105","5.1.22.2","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Met sleep guidelines in the last 7 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707106","5.1.22.3","","..","","","0"
"2024","New Brunswick","2021A000213","Both sexes","Met sleep guidelines in the last 7 days","Percentage","Percent","239","units","0","v1663707107","5.1.22.4","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Met sleep guidelines in the last 7 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707108","5.1.22.5","","..","","","1"
"2024","New Brunswick","2021A000213","Both sexes","Met sleep guidelines in the last 7 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707109","5.1.22.6","","..","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived health, excellent or very good","Number of persons","Number","223","units","0","v1663707110","5.2.1.1","19400","","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived health, excellent or very good","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707111","5.2.1.2","17200","","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived health, excellent or very good","High 95% confidence interval, number of persons","Number","223","units","0","v1663707112","5.2.1.3","21200","","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived health, excellent or very good","Percentage","Percent","239","units","0","v1663707113","5.2.1.4","74.0","","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived health, excellent or very good","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707114","5.2.1.5","65.9","","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived health, excellent or very good","High 95% confidence interval, percentage","Percent","239","units","0","v1663707115","5.2.1.6","80.7","","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v1663707116","5.2.2.1","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived health, fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707117","5.2.2.2","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived health, fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1663707118","5.2.2.3","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived health, fair or poor","Percentage","Percent","239","units","0","v1663707119","5.2.2.4","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived health, fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707120","5.2.2.5","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived health, fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1663707121","5.2.2.6","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, excellent or very good","Number of persons","Number","223","units","0","v1663707122","5.2.3.1","18000","","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, excellent or very good","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707123","5.2.3.2","15900","","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, excellent or very good","High 95% confidence interval, number of persons","Number","223","units","0","v1663707124","5.2.3.3","20200","","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, excellent or very good","Percentage","Percent","239","units","0","v1663707125","5.2.3.4","68.1","","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, excellent or very good","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707126","5.2.3.5","59.8","","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, excellent or very good","High 95% confidence interval, percentage","Percent","239","units","0","v1663707127","5.2.3.6","75.4","","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v1663707128","5.2.4.1","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707129","5.2.4.2","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1663707130","5.2.4.3","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, fair or poor","Percentage","Percent","239","units","0","v1663707131","5.2.4.4","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707132","5.2.4.5","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Perceived mental health, fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1663707133","5.2.4.6","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v1663707134","5.2.5.1","25400","","","","0"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707135","5.2.5.2","24400","","","","0"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons","Number","223","units","0","v1663707136","5.2.5.3","26300","","","","0"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Percentage","Percent","239","units","0","v1663707137","5.2.5.4","96.2","","","","1"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707138","5.2.5.5","91.6","","","","1"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life satisfaction, satisfied or very satisfied","High 95% confidence interval, percentage","Percent","239","units","0","v1663707139","5.2.5.6","98.3","","","","1"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Number of persons","Number","223","units","0","v1663707140","5.2.6.1","","F","","","0"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707141","5.2.6.2","","F","","","0"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, number of persons","Number","223","units","0","v1663707142","5.2.6.3","","F","","","0"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Percentage","Percent","239","units","0","v1663707143","5.2.6.4","9.3","","","","1"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707144","5.2.6.5","5.5","","","","1"
"2024","New Brunswick","2021A000213","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, percentage","Percent","239","units","0","v1663707145","5.2.6.6","15.2","","","","1"
"2024","New Brunswick","2021A000213","Males","Feels alone, often","Number of persons","Number","223","units","0","v1663707146","5.2.7.1","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Feels alone, often","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707147","5.2.7.2","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Feels alone, often","High 95% confidence interval, number of persons","Number","223","units","0","v1663707148","5.2.7.3","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Feels alone, often","Percentage","Percent","239","units","0","v1663707149","5.2.7.4","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Feels alone, often","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707150","5.2.7.5","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Feels alone, often","High 95% confidence interval, percentage","Percent","239","units","0","v1663707151","5.2.7.6","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Smoked daily or occasionally, past 30 days","Number of persons","Number","223","units","0","v1663707152","5.2.8.1","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707153","5.2.8.2","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Smoked daily or occasionally, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707154","5.2.8.3","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Smoked daily or occasionally, past 30 days","Percentage","Percent","239","units","0","v1663707155","5.2.8.4","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707156","5.2.8.5","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Smoked daily or occasionally, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707157","5.2.8.6","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Smoked daily or almost daily, past 30 days","Number of persons","Number","223","units","0","v1663707158","5.2.9.1","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707159","5.2.9.2","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Smoked daily or almost daily, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707160","5.2.9.3","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Smoked daily or almost daily, past 30 days","Percentage","Percent","239","units","0","v1663707161","5.2.9.4","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707162","5.2.9.5","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Smoked daily or almost daily, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707163","5.2.9.6","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months","Number of persons","Number","223","units","0","v1663707164","5.2.10.1","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707165","5.2.10.2","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663707166","5.2.10.3","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months","Percentage","Percent","239","units","0","v1663707167","5.2.10.4","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707168","5.2.10.5","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663707169","5.2.10.6","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1663707170","5.2.11.1","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707171","5.2.11.2","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663707172","5.2.11.3","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months, daily or almost daily","Percentage","Percent","239","units","0","v1663707173","5.2.11.4","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707174","5.2.11.5","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663707175","5.2.11.6","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1663707176","5.2.12.1","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663707177","5.2.12.2","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663707178","5.2.12.3","","x","","","0"
"2024","New Brunswick","2021A000213","Males","Used e-cigarette or vaping device, past 30 days","Percentage","Percent","239","units","0","v1663707179","5.2.12.4","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663707180","5.2.12.5","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663707181","5.2.12.6","","x","","","1"
"2024","New Brunswick","2021A000213","Males","Drank alcohol, past 12 months","Number of persons","Number","223","units","0","v1806928304","5.2.23.1","","F","","","0"
"2024","New Brunswick","2021A000213","Males","Drank alcohol, past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1806928305","5.2.23.2","","F","","","0"
